evaluations raw_y
24 32.0000000000
136 34.0000000000
384 36.0000000000
387 38.0000000000
954 40.0000000000
1267 42.0000000000
1428 44.0000000000
5000 42.0000000000
evaluations raw_y
1 22.0000000000
2 28.0000000000
15 30.0000000000
16 32.0000000000
78 34.0000000000
355 36.0000000000
465 40.0000000000
691 42.0000000000
822 44.0000000000
1694 46.0000000000
3925 48.0000000000
5000 42.0000000000
evaluations raw_y
1 20.0000000000
2 26.0000000000
5 30.0000000000
30 32.0000000000
45 34.0000000000
254 36.0000000000
360 38.0000000000
452 40.0000000000
513 42.0000000000
532 44.0000000000
2652 46.0000000000
5000 40.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
6 30.0000000000
14 32.0000000000
116 34.0000000000
117 36.0000000000
289 38.0000000000
359 40.0000000000
485 42.0000000000
827 44.0000000000
2254 46.0000000000
5000 44.0000000000
evaluations raw_y
1 26.0000000000
2 32.0000000000
176 34.0000000000
329 36.0000000000
426 38.0000000000
505 40.0000000000
609 42.0000000000
1954 44.0000000000
2803 46.0000000000
5000 42.0000000000
evaluations raw_y
1 16.0000000000
2 24.0000000000
3 30.0000000000
21 32.0000000000
101 34.0000000000
253 36.0000000000
351 38.0000000000
581 40.0000000000
679 42.0000000000
820 44.0000000000
5000 42.0000000000
evaluations raw_y
1 30.0000000000
24 34.0000000000
376 38.0000000000
557 40.0000000000
1084 42.0000000000
1559 44.0000000000
3054 46.0000000000
5000 44.0000000000
evaluations raw_y
1 28.0000000000
15 30.0000000000
47 34.0000000000
189 36.0000000000
229 38.0000000000
309 40.0000000000
399 42.0000000000
496 44.0000000000
845 46.0000000000
2012 48.0000000000
5000 44.0000000000
evaluations raw_y
1 28.0000000000
5 30.0000000000
14 32.0000000000
47 34.0000000000
173 36.0000000000
481 38.0000000000
582 40.0000000000
703 42.0000000000
2907 44.0000000000
5000 40.0000000000
