evaluations raw_y
5000 46.0000000000
evaluations raw_y
1 22.0000000000
3 24.0000000000
5 26.0000000000
8 28.0000000000
9 30.0000000000
14 32.0000000000
31 34.0000000000
54 36.0000000000
71 38.0000000000
107 40.0000000000
129 42.0000000000
158 44.0000000000
809 46.0000000000
1032 48.0000000000
5000 46.0000000000
evaluations raw_y
1 30.0000000000
5 32.0000000000
16 34.0000000000
17 36.0000000000
57 38.0000000000
63 40.0000000000
74 42.0000000000
145 44.0000000000
215 46.0000000000
1075 48.0000000000
1869 50.0000000000
evaluations raw_y
1 24.0000000000
7 26.0000000000
10 28.0000000000
13 30.0000000000
31 32.0000000000
32 34.0000000000
34 36.0000000000
36 38.0000000000
42 40.0000000000
45 42.0000000000
314 44.0000000000
416 46.0000000000
817 48.0000000000
1379 50.0000000000
evaluations raw_y
1 22.0000000000
3 24.0000000000
5 26.0000000000
8 28.0000000000
32 30.0000000000
45 32.0000000000
48 34.0000000000
59 36.0000000000
68 38.0000000000
71 40.0000000000
77 42.0000000000
190 44.0000000000
552 46.0000000000
649 48.0000000000
3671 50.0000000000
evaluations raw_y
1 28.0000000000
2 30.0000000000
7 32.0000000000
11 34.0000000000
19 36.0000000000
33 38.0000000000
74 40.0000000000
384 42.0000000000
433 44.0000000000
628 46.0000000000
1218 48.0000000000
5000 46.0000000000
evaluations raw_y
1 22.0000000000
2 24.0000000000
5 26.0000000000
8 28.0000000000
18 30.0000000000
22 32.0000000000
23 34.0000000000
24 36.0000000000
50 38.0000000000
53 40.0000000000
57 42.0000000000
67 44.0000000000
540 46.0000000000
579 48.0000000000
5000 48.0000000000
evaluations raw_y
1 26.0000000000
3 28.0000000000
5 30.0000000000
11 32.0000000000
26 34.0000000000
27 36.0000000000
29 38.0000000000
36 40.0000000000
62 42.0000000000
128 44.0000000000
1304 46.0000000000
2103 48.0000000000
4867 50.0000000000
evaluations raw_y
1 30.0000000000
9 32.0000000000
38 34.0000000000
58 36.0000000000
71 38.0000000000
105 40.0000000000
148 42.0000000000
168 44.0000000000
847 46.0000000000
1120 48.0000000000
5000 46.0000000000
evaluations raw_y
1 22.0000000000
3 24.0000000000
13 26.0000000000
14 28.0000000000
18 30.0000000000
21 32.0000000000
35 34.0000000000
39 36.0000000000
50 38.0000000000
58 40.0000000000
75 42.0000000000
117 44.0000000000
152 46.0000000000
476 48.0000000000
5000 46.0000000000
evaluations raw_y
1 26.0000000000
2 28.0000000000
11 30.0000000000
18 32.0000000000
33 34.0000000000
37 36.0000000000
41 38.0000000000
42 40.0000000000
85 42.0000000000
87 44.0000000000
92 46.0000000000
1255 48.0000000000
5000 46.0000000000
evaluations raw_y
1 30.0000000000
9 32.0000000000
15 34.0000000000
18 36.0000000000
31 38.0000000000
37 40.0000000000
41 42.0000000000
150 44.0000000000
299 46.0000000000
815 48.0000000000
5000 46.0000000000
evaluations raw_y
1 28.0000000000
5 30.0000000000
9 32.0000000000
11 34.0000000000
12 36.0000000000
19 38.0000000000
32 40.0000000000
34 42.0000000000
84 44.0000000000
119 46.0000000000
515 48.0000000000
5000 46.0000000000
evaluations raw_y
1 24.0000000000
4 26.0000000000
8 28.0000000000
11 30.0000000000
22 32.0000000000
35 34.0000000000
37 36.0000000000
47 38.0000000000
88 40.0000000000
89 42.0000000000
177 44.0000000000
252 46.0000000000
1805 48.0000000000
5000 46.0000000000
evaluations raw_y
1 24.0000000000
4 26.0000000000
18 28.0000000000
20 30.0000000000
36 32.0000000000
39 34.0000000000
59 36.0000000000
61 38.0000000000
80 40.0000000000
169 42.0000000000
194 44.0000000000
204 46.0000000000
970 48.0000000000
2856 50.0000000000
evaluations raw_y
1 28.0000000000
10 30.0000000000
56 32.0000000000
57 34.0000000000
58 36.0000000000
82 38.0000000000
95 40.0000000000
116 42.0000000000
219 44.0000000000
359 46.0000000000
2464 48.0000000000
4036 50.0000000000
evaluations raw_y
1 20.0000000000
6 22.0000000000
12 24.0000000000
22 26.0000000000
24 28.0000000000
25 30.0000000000
32 32.0000000000
35 34.0000000000
56 36.0000000000
68 38.0000000000
73 40.0000000000
125 42.0000000000
243 44.0000000000
262 46.0000000000
1889 48.0000000000
5000 46.0000000000
evaluations raw_y
1 26.0000000000
4 28.0000000000
7 30.0000000000
9 32.0000000000
20 34.0000000000
27 36.0000000000
32 38.0000000000
68 40.0000000000
112 42.0000000000
222 44.0000000000
273 46.0000000000
775 48.0000000000
5000 46.0000000000
evaluations raw_y
1 26.0000000000
3 28.0000000000
16 30.0000000000
37 32.0000000000
38 34.0000000000
60 36.0000000000
87 38.0000000000
100 40.0000000000
131 42.0000000000
187 44.0000000000
383 46.0000000000
964 48.0000000000
5000 46.0000000000
evaluations raw_y
1 26.0000000000
11 28.0000000000
14 30.0000000000
17 32.0000000000
29 34.0000000000
32 36.0000000000
39 38.0000000000
40 40.0000000000
55 42.0000000000
208 44.0000000000
253 46.0000000000
579 48.0000000000
2926 50.0000000000
