evaluations raw_y
1 1.2899896801
2 1.5605493134
9 1.8355359765
11 1.9025875190
17 2.3992322457
31 2.7352297593
35 2.7839643653
44 2.8344671202
107 2.8868360277
169 2.9411764706
273 3.3156498674
397 3.5410764873
5000 1.8573551263
evaluations raw_y
1 0.9349289454
2 1.1230907457
7 1.2487512488
8 1.4318442153
9 1.4585764294
10 1.5151515152
16 1.6600265604
20 1.7531556802
29 1.8142235123
31 2.5150905433
48 2.7839643653
50 3.0562347188
51 3.1172069825
60 3.6231884058
4542 4.2087542088
5000 1.0917030568
evaluations raw_y
1 0.6645401382
3 1.5923566879
8 1.6960651289
9 1.9025875190
20 2.1663778163
22 2.5150905433
39 2.7352297593
767 2.9976019185
823 3.4626038781
868 3.5410764873
5000 1.6960651289
evaluations raw_y
1 1.0692899914
2 1.2690355330
4 1.3812154696
5 1.5299877601
11 1.5762925599
15 1.6087516088
16 1.6600265604
18 1.8355359765
28 2.0798668885
31 2.2935779817
75 2.5562372188
88 2.6881720430
140 3.1806615776
145 3.4626038781
232 3.7091988131
5000 0.8048937540
evaluations raw_y
1 1.3227513228
3 1.6087516088
6 1.7337031900
11 1.7531556802
18 1.9025875190
22 2.4752475248
26 2.5987525988
76 2.6427061311
81 3.0562347188
87 3.3875338753
5000 2.5562372188
evaluations raw_y
1 0.8922198430
3 1.0008006405
4 1.1230907457
9 1.4060742407
10 1.4450867052
14 1.7531556802
18 2.0525451560
21 2.1367521368
22 2.4752475248
82 2.9976019185
200 3.4626038781
373 3.6231884058
5000 1.7337031900
evaluations raw_y
1 1.2487512488
3 1.7730496454
4 2.2935779817
22 2.5562372188
48 2.5987525988
59 3.1172069825
313 3.2467532468
5000 2.4366471735
evaluations raw_y
1 1.2100677638
2 1.4723203769
5 1.7531556802
7 1.7730496454
18 1.7934002869
19 1.8355359765
23 2.0000000000
31 2.4366471735
45 2.5987525988
73 2.6427061311
75 2.8868360277
105 3.1172069825
162 3.2467532468
185 3.5410764873
677 3.6231884058
817 3.9936102236
