evaluations raw_y
184 2.5150905433
193 2.8344671202
782 2.8868360277
784 2.9976019185
1583 3.4626038781
2040 3.5410764873
2957 3.7993920973
5004 2.4366471735
evaluations raw_y
1 0.4488330341
2 0.9462528388
4 1.4863258026
5 1.6960651289
84 1.8796992481
118 1.9747235387
134 2.4752475248
159 2.7839643653
217 3.3875338753
2679 3.4626038781
3028 3.7091988131
5004 1.1071744907
