evaluations raw_y
798 38.0000000000
1397 40.0000000000
1399 42.0000000000
3028 44.0000000000
3380 46.0000000000
5000 44.0000000000
evaluations raw_y
1 26.0000000000
4 28.0000000000
5 30.0000000000
43 32.0000000000
45 34.0000000000
177 36.0000000000
818 38.0000000000
2450 40.0000000000
2484 42.0000000000
3292 44.0000000000
3311 46.0000000000
5000 42.0000000000
evaluations raw_y
1 22.0000000000
2 24.0000000000
20 28.0000000000
24 30.0000000000
33 32.0000000000
182 34.0000000000
275 36.0000000000
278 38.0000000000
1088 40.0000000000
1783 42.0000000000
3025 44.0000000000
3033 46.0000000000
4020 48.0000000000
5000 42.0000000000
evaluations raw_y
1 26.0000000000
5 28.0000000000
16 30.0000000000
92 32.0000000000
94 34.0000000000
109 36.0000000000
1463 38.0000000000
2321 40.0000000000
2486 42.0000000000
3438 44.0000000000
3474 46.0000000000
3936 48.0000000000
5000 46.0000000000
evaluations raw_y
1 30.0000000000
61 32.0000000000
66 34.0000000000
480 36.0000000000
482 38.0000000000
1520 40.0000000000
2943 42.0000000000
2971 44.0000000000
3817 46.0000000000
5000 44.0000000000
evaluations raw_y
1 24.0000000000
4 26.0000000000
21 28.0000000000
27 30.0000000000
33 32.0000000000
214 34.0000000000
217 36.0000000000
218 38.0000000000
1141 40.0000000000
1880 42.0000000000
2761 44.0000000000
4008 46.0000000000
5000 42.0000000000
evaluations raw_y
1 28.0000000000
9 30.0000000000
23 32.0000000000
27 34.0000000000
640 36.0000000000
1376 38.0000000000
2548 40.0000000000
2599 42.0000000000
3258 44.0000000000
3839 46.0000000000
4427 48.0000000000
5000 46.0000000000
evaluations raw_y
1 26.0000000000
5 30.0000000000
6 32.0000000000
8 34.0000000000
10 36.0000000000
869 38.0000000000
1947 40.0000000000
1975 42.0000000000
2997 44.0000000000
3398 46.0000000000
5000 42.0000000000
evaluations raw_y
1 24.0000000000
3 26.0000000000
5 28.0000000000
24 30.0000000000
31 32.0000000000
160 34.0000000000
187 36.0000000000
188 38.0000000000
1630 40.0000000000
2412 42.0000000000
2647 44.0000000000
2649 46.0000000000
3730 48.0000000000
5000 46.0000000000
evaluations raw_y
1 30.0000000000
55 32.0000000000
56 34.0000000000
133 36.0000000000
824 38.0000000000
2095 40.0000000000
2116 42.0000000000
3247 44.0000000000
3250 46.0000000000
4334 48.0000000000
5000 46.0000000000
evaluations raw_y
1 24.0000000000
10 26.0000000000
26 28.0000000000
27 30.0000000000
28 34.0000000000
549 36.0000000000
550 38.0000000000
1447 40.0000000000
2942 42.0000000000
3090 44.0000000000
3283 46.0000000000
3503 48.0000000000
5000 42.0000000000
evaluations raw_y
1 22.0000000000
5 24.0000000000
8 26.0000000000
11 28.0000000000
13 30.0000000000
15 32.0000000000
57 34.0000000000
418 36.0000000000
542 38.0000000000
1927 40.0000000000
2667 42.0000000000
3460 44.0000000000
3603 46.0000000000
4335 48.0000000000
5000 44.0000000000
evaluations raw_y
1 28.0000000000
2 30.0000000000
4 32.0000000000
26 34.0000000000
183 36.0000000000
1128 38.0000000000
2329 40.0000000000
2532 42.0000000000
3490 44.0000000000
4240 46.0000000000
5000 44.0000000000
evaluations raw_y
1 30.0000000000
13 32.0000000000
15 34.0000000000
16 36.0000000000
181 38.0000000000
1339 40.0000000000
2545 42.0000000000
2564 44.0000000000
4142 46.0000000000
4839 48.0000000000
5000 46.0000000000
evaluations raw_y
1 20.0000000000
2 22.0000000000
4 24.0000000000
24 26.0000000000
43 28.0000000000
47 30.0000000000
66 32.0000000000
68 34.0000000000
691 36.0000000000
1212 38.0000000000
2047 40.0000000000
2634 42.0000000000
3501 44.0000000000
3513 46.0000000000
5000 42.0000000000
evaluations raw_y
1 28.0000000000
5 30.0000000000
12 32.0000000000
14 34.0000000000
100 36.0000000000
102 38.0000000000
2035 40.0000000000
2733 42.0000000000
3608 44.0000000000
4024 46.0000000000
5000 44.0000000000
evaluations raw_y
1 24.0000000000
8 26.0000000000
18 28.0000000000
19 30.0000000000
70 32.0000000000
238 34.0000000000
245 36.0000000000
260 38.0000000000
2350 40.0000000000
2911 42.0000000000
2979 44.0000000000
4222 46.0000000000
5000 44.0000000000
evaluations raw_y
1 24.0000000000
8 26.0000000000
15 28.0000000000
59 30.0000000000
63 32.0000000000
72 34.0000000000
784 36.0000000000
948 38.0000000000
1502 40.0000000000
2546 42.0000000000
3246 44.0000000000
4014 46.0000000000
5000 44.0000000000
evaluations raw_y
1 26.0000000000
17 28.0000000000
25 30.0000000000
76 32.0000000000
378 34.0000000000
504 36.0000000000
505 38.0000000000
1847 40.0000000000
2194 42.0000000000
2256 44.0000000000
4101 46.0000000000
4700 48.0000000000
4848 50.0000000000
evaluations raw_y
1 24.0000000000
2 26.0000000000
4 28.0000000000
9 30.0000000000
12 32.0000000000
74 34.0000000000
465 36.0000000000
1050 38.0000000000
1078 40.0000000000
2288 42.0000000000
3098 44.0000000000
3124 46.0000000000
5000 44.0000000000
evaluations raw_y
1 22.0000000000
4 24.0000000000
8 26.0000000000
9 28.0000000000
13 30.0000000000
15 32.0000000000
151 34.0000000000
222 36.0000000000
1065 38.0000000000
1845 40.0000000000
3079 42.0000000000
3429 44.0000000000
3627 46.0000000000
4220 48.0000000000
5000 46.0000000000
