evaluations raw_y
519 38.0000000000
542 40.0000000000
647 42.0000000000
666 44.0000000000
4994 36.0000000000
evaluations raw_y
1 24.0000000000
2 26.0000000000
28 28.0000000000
41 30.0000000000
53 32.0000000000
171 34.0000000000
338 36.0000000000
396 38.0000000000
634 40.0000000000
666 42.0000000000
2743 44.0000000000
2766 46.0000000000
4994 36.0000000000
evaluations raw_y
1 20.0000000000
3 22.0000000000
4 24.0000000000
7 26.0000000000
8 28.0000000000
27 32.0000000000
28 34.0000000000
45 36.0000000000
134 38.0000000000
550 40.0000000000
554 42.0000000000
561 44.0000000000
4994 34.0000000000
evaluations raw_y
1 28.0000000000
64 30.0000000000
66 32.0000000000
69 34.0000000000
207 36.0000000000
319 38.0000000000
320 40.0000000000
645 42.0000000000
789 44.0000000000
848 46.0000000000
4994 34.0000000000
evaluations raw_y
1 26.0000000000
3 28.0000000000
4 30.0000000000
65 32.0000000000
262 34.0000000000
272 38.0000000000
739 40.0000000000
823 42.0000000000
842 44.0000000000
978 46.0000000000
4994 34.0000000000
