evaluations raw_y
5 1.7730496454
7 2.0000000000
12 2.1079258010
14 2.2935779817
24 2.3629489603
40 2.3992322457
50 2.5987525988
71 2.6427061311
81 2.8868360277
90 2.9411764706
115 2.9976019185
126 3.3875338753
1184 3.7091988131
5000 2.1079258010
evaluations raw_y
1 0.8973438622
2 1.0339123242
3 1.2588116818
7 1.4188422247
12 1.4585764294
14 1.7934002869
24 2.1079258010
27 2.3629489603
57 2.4752475248
59 2.5562372188
113 2.6427061311
125 2.6881720430
127 3.0562347188
132 3.1172069825
793 3.1806615776
837 3.3156498674
839 3.7993920973
1030 4.2087542088
5000 2.2281639929
evaluations raw_y
1 1.7531556802
10 1.9747235387
11 2.1663778163
12 2.2935779817
