problem, population size, tournament size, mutation rate, mean result
LABS, 3, 2, 0.001, 3.9166699098097064
LABS, 4, 2, 0.001, 3.9451486016356485
LABS, 5, 2, 0.001, 3.772949965437624
LABS, 6, 2, 0.001, 3.8854804575543453
LABS, 7, 2, 0.001, 3.777419058273824
LABS, 8, 2, 0.001, 3.8352416835828107
LABS, 9, 2, 0.001, 3.809878482272409
LABS, 10, 2, 0.001, 3.7092512905208905
LABS, 11, 2, 0.001, 3.6163889471743245
LABS, 12, 2, 0.001, 3.782566694410393
LABS, 13, 2, 0.001, 3.625284430882563
LABS, 14, 2, 0.001, 3.7487063678526624
LABS, 15, 2, 0.001, 3.839316872951785
LABS, 16, 2, 0.001, 3.5965321261766463
LABS, 17, 2, 0.001, 3.614314246757344
LABS, 18, 2, 0.001, 3.590241151798975
LABS, 19, 2, 0.001, 3.540734143904783
LABS, 20, 2, 0.001, 3.5275968143382195
LABS, 21, 2, 0.001, 3.5904762503071757
LABS, 22, 2, 0.001, 3.83247988063257
LABS, 23, 2, 0.001, 3.5711871083812583
LABS, 24, 2, 0.001, 3.4050803360198416
LABS, 25, 2, 0.001, 3.6509789865788242
LABS, 26, 2, 0.001, 3.655075799966542
LABS, 27, 2, 0.001, 3.5890684446058154
LABS, 28, 2, 0.001, 3.5367541779962353
LABS, 29, 2, 0.001, 3.6382847848253994
LABS, 30, 2, 0.001, 3.5715053690499188
LABS, 31, 2, 0.001, 3.6137139309642308
LABS, 32, 2, 0.001, 3.54683460073084
LABS, 33, 2, 0.001, 3.4044979730870666
LABS, 34, 2, 0.001, 3.501072277880231
LABS, 35, 2, 0.001, 3.507734657596135
LABS, 36, 2, 0.001, 3.421336852040749
LABS, 37, 2, 0.001, 3.4103488354885796
LABS, 38, 2, 0.001, 3.4460375396652303
LABS, 39, 2, 0.001, 3.329899992399592
LABS, 40, 2, 0.001, 3.409798836428056
LABS, 41, 2, 0.001, 3.4641884181206626
LABS, 42, 2, 0.001, 3.5871508606430957
LABS, 43, 2, 0.001, 3.4569074185037403
LABS, 44, 2, 0.001, 3.5279754115320836
LABS, 45, 2, 0.001, 3.295513120262695
LABS, 46, 2, 0.001, 3.5626284179924435
LABS, 47, 2, 0.001, 3.279659582060772
LABS, 48, 2, 0.001, 3.4042555500601437
LABS, 49, 2, 0.001, 3.3196833797158853
LABS, 50, 2, 0.001, 3.360711548832435
LABS, 51, 2, 0.001, 3.276989104291045
LABS, 52, 2, 0.001, 3.399166531616865
LABS, 53, 2, 0.001, 3.4930644599608422
LABS, 54, 2, 0.001, 3.341617066369171
LABS, 55, 2, 0.001, 3.307499887486125
LABS, 56, 2, 0.001, 3.397156606047183
LABS, 57, 2, 0.001, 3.4411232454889467
LABS, 58, 2, 0.001, 3.3665583262803223
LABS, 59, 2, 0.001, 3.358190477701745
LABS, 60, 2, 0.001, 3.240278116002112
LABS, 61, 2, 0.001, 3.3679995810725827
LABS, 62, 2, 0.001, 3.306473931466018
LABS, 63, 2, 0.001, 3.351700910022296
LABS, 64, 2, 0.001, 3.2906785948986768
LABS, 65, 2, 0.001, 3.3238292381898327
LABS, 66, 2, 0.001, 3.491212752624616
LABS, 67, 2, 0.001, 3.359184001234547
LABS, 68, 2, 0.001, 3.2179101560340335
LABS, 69, 2, 0.001, 3.3403779818126096
LABS, 70, 2, 0.001, 3.1920329432897683
LABS, 71, 2, 0.001, 3.2389965417275817
LABS, 72, 2, 0.001, 3.371297101303037
LABS, 73, 2, 0.001, 3.2890825782083417
LABS, 74, 2, 0.001, 3.3173077498643515
LABS, 75, 2, 0.001, 3.3018437779357215
LABS, 76, 2, 0.001, 3.1607791513716097
LABS, 77, 2, 0.001, 3.3040609726877244
LABS, 78, 2, 0.001, 3.2976106478739213
LABS, 79, 2, 0.001, 3.245094910408143
LABS, 80, 2, 0.001, 3.189781129451527
LABS, 81, 2, 0.001, 3.3065281976636145
LABS, 82, 2, 0.001, 3.140574927775599
LABS, 83, 2, 0.001, 3.290633890288801
LABS, 84, 2, 0.001, 3.1756380454416235
LABS, 85, 2, 0.001, 3.339358276207316
LABS, 86, 2, 0.001, 3.2527892425928586
LABS, 87, 2, 0.001, 3.1516474129747856
LABS, 88, 2, 0.001, 3.182286896804401
LABS, 89, 2, 0.001, 3.1625860506715897
LABS, 90, 2, 0.001, 3.2291301890851978
LABS, 91, 2, 0.001, 3.2635128380345284
LABS, 92, 2, 0.001, 3.2092381189315686
LABS, 93, 2, 0.001, 3.217838896669032
LABS, 94, 2, 0.001, 3.1149016988342875
LABS, 95, 2, 0.001, 3.0736158722828675
LABS, 96, 2, 0.001, 3.015498045052342
LABS, 97, 2, 0.001, 3.2235138862921593
LABS, 98, 2, 0.001, 3.3221904565710583
LABS, 99, 2, 0.001, 3.077534545650566
LABS, 100, 2, 0.001, 3.059831480553582
LABS, 3, 2, 0.01, 3.922629354348426
LABS, 4, 2, 0.01, 3.763209207775156
LABS, 5, 2, 0.01, 3.9025860573997377
LABS, 6, 2, 0.01, 3.9497005186859773
LABS, 7, 2, 0.01, 3.898494546296656
LABS, 8, 2, 0.01, 3.8148710563159627
LABS, 9, 2, 0.01, 3.8456809892661297
LABS, 10, 2, 0.01, 3.854416158652061
LABS, 11, 2, 0.01, 3.8040103428889616
LABS, 12, 2, 0.01, 3.7838457892175854
LABS, 13, 2, 0.01, 3.642980766539651
LABS, 14, 2, 0.01, 3.5970771873438188
LABS, 15, 2, 0.01, 3.6732573906322132
LABS, 16, 2, 0.01, 3.735241444197045
LABS, 17, 2, 0.01, 3.704015037608575
LABS, 18, 2, 0.01, 3.8052837235300645
LABS, 19, 2, 0.01, 3.6548706403931206
LABS, 20, 2, 0.01, 3.527837741009461
LABS, 21, 2, 0.01, 3.5084403627382628
LABS, 22, 2, 0.01, 3.6245047475478906
LABS, 23, 2, 0.01, 3.7118599431569286
LABS, 24, 2, 0.01, 3.741351820865789
LABS, 25, 2, 0.01, 3.501727128883558
LABS, 26, 2, 0.01, 3.597450419456944
LABS, 27, 2, 0.01, 3.5639931571230896
LABS, 28, 2, 0.01, 3.723328710301589
LABS, 29, 2, 0.01, 3.619298947810851
LABS, 30, 2, 0.01, 3.3497939020486305
LABS, 31, 2, 0.01, 3.4421644012073167
LABS, 32, 2, 0.01, 3.4753651470413742
LABS, 33, 2, 0.01, 3.551329505233427
LABS, 34, 2, 0.01, 3.441216928292281
LABS, 35, 2, 0.01, 3.399178778177921
LABS, 36, 2, 0.01, 3.4639658180665074
LABS, 37, 2, 0.01, 3.4505383223351282
LABS, 38, 2, 0.01, 3.4643596366912974
LABS, 39, 2, 0.01, 3.4291721901353553
LABS, 40, 2, 0.01, 3.472728403075
LABS, 41, 2, 0.01, 3.327060341869322
LABS, 42, 2, 0.01, 3.513375279873351
LABS, 43, 2, 0.01, 3.4422077251440895
LABS, 44, 2, 0.01, 3.4816772857758025
LABS, 45, 2, 0.01, 3.4875397902703846
LABS, 46, 2, 0.01, 3.305635247479974
LABS, 47, 2, 0.01, 3.3943198660497442
LABS, 48, 2, 0.01, 3.3213507637441886
LABS, 49, 2, 0.01, 3.4432578780724556
LABS, 50, 2, 0.01, 3.444592500011263
LABS, 51, 2, 0.01, 3.316696626025712
LABS, 52, 2, 0.01, 3.4354808262173266
LABS, 53, 2, 0.01, 3.3884014603300217
LABS, 54, 2, 0.01, 3.277471658226588
LABS, 55, 2, 0.01, 3.3304329558099597
LABS, 56, 2, 0.01, 3.2269652394103536
LABS, 57, 2, 0.01, 3.343723208236341
LABS, 58, 2, 0.01, 3.371579993406699
LABS, 59, 2, 0.01, 3.366667568413469
LABS, 60, 2, 0.01, 3.3083413541938462
LABS, 61, 2, 0.01, 3.346599357571234
LABS, 62, 2, 0.01, 3.431571527353129
LABS, 63, 2, 0.01, 3.2284413281843776
LABS, 64, 2, 0.01, 3.341693773858206
LABS, 65, 2, 0.01, 3.4290646747060647
LABS, 66, 2, 0.01, 3.3346639567561525
LABS, 67, 2, 0.01, 3.290001532843798
LABS, 68, 2, 0.01, 3.1828490136177647
LABS, 69, 2, 0.01, 3.193897639511467
LABS, 70, 2, 0.01, 3.1638283360513
LABS, 71, 2, 0.01, 3.284914676771556
LABS, 72, 2, 0.01, 3.238587300070902
LABS, 73, 2, 0.01, 3.284778079953586
LABS, 74, 2, 0.01, 3.326713191049989
LABS, 75, 2, 0.01, 3.2927343283347774
LABS, 76, 2, 0.01, 3.280998424519241
LABS, 77, 2, 0.01, 3.1408923298702844
LABS, 78, 2, 0.01, 3.318158051117075
LABS, 79, 2, 0.01, 3.1998502830101767
LABS, 80, 2, 0.01, 3.336969998956812
LABS, 81, 2, 0.01, 3.200291295098642
LABS, 82, 2, 0.01, 3.1832473909076557
LABS, 83, 2, 0.01, 3.2422559400373374
LABS, 84, 2, 0.01, 3.108025573060064
LABS, 85, 2, 0.01, 3.1038602672012976
LABS, 86, 2, 0.01, 3.320649527517607
LABS, 87, 2, 0.01, 3.288456768946464
LABS, 88, 2, 0.01, 3.311643313761052
LABS, 89, 2, 0.01, 3.1187669380267926
LABS, 90, 2, 0.01, 3.239940292469727
LABS, 91, 2, 0.01, 3.1610387342723656
LABS, 92, 2, 0.01, 3.182502146212282
LABS, 93, 2, 0.01, 3.2598647228544864
LABS, 94, 2, 0.01, 3.2904268143698103
LABS, 95, 2, 0.01, 3.1804435633893413
LABS, 96, 2, 0.01, 3.2178254702982168
LABS, 97, 2, 0.01, 3.188012270573092
LABS, 98, 2, 0.01, 3.141788935266248
LABS, 99, 2, 0.01, 3.077678735776138
LABS, 100, 2, 0.01, 3.116112362099204
LABS, 3, 2, 0.1, 3.862163210151985
LABS, 4, 2, 0.1, 3.8216818290676726
LABS, 5, 2, 0.1, 3.7958277702371483
LABS, 6, 2, 0.1, 3.881522330169399
LABS, 7, 2, 0.1, 3.8908304227171326
LABS, 8, 2, 0.1, 3.785141402650658
LABS, 9, 2, 0.1, 3.7558940065178943
LABS, 10, 2, 0.1, 3.777046757327014
LABS, 11, 2, 0.1, 3.721940217294157
LABS, 12, 2, 0.1, 3.703427568797656
LABS, 13, 2, 0.1, 3.7363473345707634
LABS, 14, 2, 0.1, 3.817099996650005
LABS, 15, 2, 0.1, 3.696519197307031
LABS, 16, 2, 0.1, 3.6817556669231264
LABS, 17, 2, 0.1, 3.5985919876726014
LABS, 18, 2, 0.1, 3.5222523108415147
LABS, 19, 2, 0.1, 3.692009785998563
LABS, 20, 2, 0.1, 3.681106301751148
LABS, 21, 2, 0.1, 3.705797542872061
LABS, 22, 2, 0.1, 3.597088338494472
LABS, 23, 2, 0.1, 3.567778034564386
LABS, 24, 2, 0.1, 3.6300896699215413
LABS, 25, 2, 0.1, 3.548815699339021
LABS, 26, 2, 0.1, 3.5203054268887817
LABS, 27, 2, 0.1, 3.6113542353658077
LABS, 28, 2, 0.1, 3.4743046736027496
LABS, 29, 2, 0.1, 3.6282353214732423
LABS, 30, 2, 0.1, 3.4287470702255556
LABS, 31, 2, 0.1, 3.451026668943342
LABS, 32, 2, 0.1, 3.6945335729120563
LABS, 33, 2, 0.1, 3.5159540107238647
LABS, 34, 2, 0.1, 3.4848013581835837
LABS, 35, 2, 0.1, 3.407084688226001
LABS, 36, 2, 0.1, 3.5650968221535764
LABS, 37, 2, 0.1, 3.556162058562163
LABS, 38, 2, 0.1, 3.3961162751406073
LABS, 39, 2, 0.1, 3.508212891196706
LABS, 40, 2, 0.1, 3.515020636715456
LABS, 41, 2, 0.1, 3.520200877577053
LABS, 42, 2, 0.1, 3.2624275281421213
LABS, 43, 2, 0.1, 3.5063556736929704
LABS, 44, 2, 0.1, 3.339044080392825
LABS, 45, 2, 0.1, 3.3003740499018095
LABS, 46, 2, 0.1, 3.398282346096157
LABS, 47, 2, 0.1, 3.4744409179261844
LABS, 48, 2, 0.1, 3.4808938090523065
LABS, 49, 2, 0.1, 3.469998460271879
LABS, 50, 2, 0.1, 3.385603080365333
LABS, 51, 2, 0.1, 3.3787577100888035
LABS, 52, 2, 0.1, 3.3111598978672854
LABS, 53, 2, 0.1, 3.440197953483642
LABS, 54, 2, 0.1, 3.4974910164754363
LABS, 55, 2, 0.1, 3.443442635416033
LABS, 56, 2, 0.1, 3.354874474967142
LABS, 57, 2, 0.1, 3.3236300610024863
LABS, 58, 2, 0.1, 3.360549330179017
LABS, 59, 2, 0.1, 3.3740701366508774
LABS, 60, 2, 0.1, 3.5198347504087435
LABS, 61, 2, 0.1, 3.2699217296158656
LABS, 62, 2, 0.1, 3.278641175288871
LABS, 63, 2, 0.1, 3.377306350329796
LABS, 64, 2, 0.1, 3.266888101376067
LABS, 65, 2, 0.1, 3.3249468285499573
LABS, 66, 2, 0.1, 3.25955649483305
LABS, 67, 2, 0.1, 3.27271321191949
LABS, 68, 2, 0.1, 3.2458786173649274
LABS, 69, 2, 0.1, 3.2192107234489127
LABS, 70, 2, 0.1, 3.2297394282121914
LABS, 71, 2, 0.1, 3.413317332973982
LABS, 72, 2, 0.1, 3.217367645345785
LABS, 73, 2, 0.1, 3.3744818543047
LABS, 74, 2, 0.1, 3.412752991308081
LABS, 75, 2, 0.1, 3.3730891533989102
LABS, 76, 2, 0.1, 3.138036692846127
LABS, 77, 2, 0.1, 3.428913568437558
LABS, 78, 2, 0.1, 3.274106909897882
LABS, 79, 2, 0.1, 3.259207625838436
LABS, 80, 2, 0.1, 3.2352201059226737
LABS, 81, 2, 0.1, 3.191324035659529
LABS, 82, 2, 0.1, 3.185596894504582
LABS, 83, 2, 0.1, 3.2060123999119186
LABS, 84, 2, 0.1, 3.0969784582459794
LABS, 85, 2, 0.1, 3.0444012185530474
LABS, 86, 2, 0.1, 3.21582531291674
LABS, 87, 2, 0.1, 3.4449881930543
LABS, 88, 2, 0.1, 3.247104016599267
LABS, 89, 2, 0.1, 3.1613466562253563
LABS, 90, 2, 0.1, 3.1125538484603648
LABS, 91, 2, 0.1, 3.1929893387165444
LABS, 92, 2, 0.1, 3.1933952204694096
LABS, 93, 2, 0.1, 3.1219560562119577
LABS, 94, 2, 0.1, 3.1737675598395088
LABS, 95, 2, 0.1, 3.2207335558112673
LABS, 96, 2, 0.1, 3.090995708548278
LABS, 97, 2, 0.1, 3.198908686117356
LABS, 98, 2, 0.1, 3.079102826343719
LABS, 99, 2, 0.1, 3.2617872344344314
LABS, 100, 2, 0.1, 3.3098364171283072
LABS, 3, 2, 0.2, 3.8755493802193093
LABS, 4, 2, 0.2, 4.008285575830353
LABS, 5, 2, 0.2, 3.7720901536147844
LABS, 6, 2, 0.2, 3.7946807930766036
LABS, 7, 2, 0.2, 3.78011943796486
LABS, 8, 2, 0.2, 3.7530435224274994
LABS, 9, 2, 0.2, 3.7856057730281156
LABS, 10, 2, 0.2, 3.894754379634999
LABS, 11, 2, 0.2, 3.620539549684235
LABS, 12, 2, 0.2, 3.7598879641058374
LABS, 13, 2, 0.2, 3.654159275184603
LABS, 14, 2, 0.2, 3.5754433016808527
LABS, 15, 2, 0.2, 3.7855259974605326
LABS, 16, 2, 0.2, 3.6532505719377375
LABS, 17, 2, 0.2, 3.6121277581830062
LABS, 18, 2, 0.2, 3.587866862236107
LABS, 19, 2, 0.2, 3.7138819337290494
LABS, 20, 2, 0.2, 3.6041462462642064
LABS, 21, 2, 0.2, 3.6002936709220776
LABS, 22, 2, 0.2, 3.6048211238936134
LABS, 23, 2, 0.2, 3.653587889320678
LABS, 24, 2, 0.2, 3.5923505493204564
LABS, 25, 2, 0.2, 3.5814850923716905
LABS, 26, 2, 0.2, 3.533899194766397
LABS, 27, 2, 0.2, 3.3884321720918047
LABS, 28, 2, 0.2, 3.6761995352807597
LABS, 29, 2, 0.2, 3.4060256871591212
LABS, 30, 2, 0.2, 3.5280598804374805
LABS, 31, 2, 0.2, 3.5244366615011495
LABS, 32, 2, 0.2, 3.6087886610317432
LABS, 33, 2, 0.2, 3.541277147052631
LABS, 34, 2, 0.2, 3.627215230419739
LABS, 35, 2, 0.2, 3.4871633143459038
LABS, 36, 2, 0.2, 3.558092413715402
LABS, 37, 2, 0.2, 3.544627568018874
LABS, 38, 2, 0.2, 3.468148557679185
LABS, 39, 2, 0.2, 3.485412221451824
LABS, 40, 2, 0.2, 3.4806393377149147
LABS, 41, 2, 0.2, 3.4671551779429315
LABS, 42, 2, 0.2, 3.571133209391566
LABS, 43, 2, 0.2, 3.6092111437134875
LABS, 44, 2, 0.2, 3.4818965221095466
LABS, 45, 2, 0.2, 3.3999073143416134
LABS, 46, 2, 0.2, 3.379672940938461
LABS, 47, 2, 0.2, 3.3254428446257576
LABS, 48, 2, 0.2, 3.3997741102005308
LABS, 49, 2, 0.2, 3.4263299460247105
LABS, 50, 2, 0.2, 3.6004842652960014
LABS, 51, 2, 0.2, 3.2086243358367144
LABS, 52, 2, 0.2, 3.2731840109648713
LABS, 53, 2, 0.2, 3.4244518750143778
LABS, 54, 2, 0.2, 3.366034110188256
LABS, 55, 2, 0.2, 3.3177755286972905
LABS, 56, 2, 0.2, 3.2659230373313477
LABS, 57, 2, 0.2, 3.3976992790404177
LABS, 58, 2, 0.2, 3.344004866515519
LABS, 59, 2, 0.2, 3.4703136589765
LABS, 60, 2, 0.2, 3.347665976607341
LABS, 61, 2, 0.2, 3.3530176758320978
LABS, 62, 2, 0.2, 3.3184707011758703
LABS, 63, 2, 0.2, 3.3018175834691945
LABS, 64, 2, 0.2, 3.3704824108309728
LABS, 65, 2, 0.2, 3.2749018247807724
LABS, 66, 2, 0.2, 3.2951477916723126
LABS, 67, 2, 0.2, 3.26203468100787
LABS, 68, 2, 0.2, 3.353080506685548
LABS, 69, 2, 0.2, 3.2999960870942986
LABS, 70, 2, 0.2, 3.416563120235412
LABS, 71, 2, 0.2, 3.30300192045024
LABS, 72, 2, 0.2, 3.432853309088729
LABS, 73, 2, 0.2, 3.4889136132635024
LABS, 74, 2, 0.2, 3.2459001017135938
LABS, 75, 2, 0.2, 3.376397903758555
LABS, 76, 2, 0.2, 3.264621652878494
LABS, 77, 2, 0.2, 3.2136707707381307
LABS, 78, 2, 0.2, 3.2593284426463347
LABS, 79, 2, 0.2, 3.1668099324799877
LABS, 80, 2, 0.2, 3.1180162258932134
LABS, 81, 2, 0.2, 3.258988220274188
LABS, 82, 2, 0.2, 3.1573951353504106
LABS, 83, 2, 0.2, 3.4105306544409215
LABS, 84, 2, 0.2, 3.1053700208436164
LABS, 85, 2, 0.2, 3.226493851392015
LABS, 86, 2, 0.2, 3.205502110079523
LABS, 87, 2, 0.2, 3.2509728091201895
LABS, 88, 2, 0.2, 3.2664213526340924
LABS, 89, 2, 0.2, 3.255986731665564
LABS, 90, 2, 0.2, 3.2976210406866655
LABS, 91, 2, 0.2, 3.252637927273762
LABS, 92, 2, 0.2, 3.263634550076221
LABS, 93, 2, 0.2, 3.125165914383582
LABS, 94, 2, 0.2, 3.1765535405249223
LABS, 95, 2, 0.2, 3.274797667529363
LABS, 96, 2, 0.2, 3.0767108266931364
LABS, 97, 2, 0.2, 3.318549626726591
LABS, 98, 2, 0.2, 3.0738345697911544
LABS, 99, 2, 0.2, 3.2163585367107146
LABS, 100, 2, 0.2, 3.2130456393252738
LABS, 3, 2, 0.5, 3.9918673505984885
LABS, 4, 2, 0.5, 3.872496724348405
LABS, 5, 2, 0.5, 3.8486090748909625
LABS, 6, 2, 0.5, 3.711719656792173
LABS, 7, 2, 0.5, 3.7269842681627288
LABS, 8, 2, 0.5, 3.8272125215276347
LABS, 9, 2, 0.5, 3.843295978603171
LABS, 10, 2, 0.5, 3.9578295823673884
LABS, 11, 2, 0.5, 3.732319672888181
LABS, 12, 2, 0.5, 3.648071288705168
LABS, 13, 2, 0.5, 3.614958583205349
LABS, 14, 2, 0.5, 3.7954747517320215
LABS, 15, 2, 0.5, 3.6973054243821992
LABS, 16, 2, 0.5, 3.7017930821364677
LABS, 17, 2, 0.5, 3.866144671410448
LABS, 18, 2, 0.5, 3.646741645016798
LABS, 19, 2, 0.5, 3.7592101872347867
LABS, 20, 2, 0.5, 3.7740525975270174
LABS, 21, 2, 0.5, 3.712320285898403
LABS, 22, 2, 0.5, 3.6523260468061296
LABS, 23, 2, 0.5, 3.5509420989545446
LABS, 24, 2, 0.5, 3.6580776049428314
LABS, 25, 2, 0.5, 3.5926775923777043
LABS, 26, 2, 0.5, 3.5853451744335643
LABS, 27, 2, 0.5, 3.505284470248765
LABS, 28, 2, 0.5, 3.471095698061416
LABS, 29, 2, 0.5, 3.45366500065213
LABS, 30, 2, 0.5, 3.5768505407534157
LABS, 31, 2, 0.5, 3.4375522590513596
LABS, 32, 2, 0.5, 3.465295306780527
LABS, 33, 2, 0.5, 3.511859073634765
LABS, 34, 2, 0.5, 3.4612324147279248
LABS, 35, 2, 0.5, 3.380120223951498
LABS, 36, 2, 0.5, 3.6323643123337463
LABS, 37, 2, 0.5, 3.50987475071812
LABS, 38, 2, 0.5, 3.5362422358467986
LABS, 39, 2, 0.5, 3.387212358623175
LABS, 40, 2, 0.5, 3.4440311276753364
LABS, 41, 2, 0.5, 3.5976684034276247
LABS, 42, 2, 0.5, 3.4276465608442317
LABS, 43, 2, 0.5, 3.451442626070462
LABS, 44, 2, 0.5, 3.5388777811159997
LABS, 45, 2, 0.5, 3.4018517234157892
LABS, 46, 2, 0.5, 3.362790029051781
LABS, 47, 2, 0.5, 3.4837023108949623
LABS, 48, 2, 0.5, 3.490365669859642
LABS, 49, 2, 0.5, 3.452270169742053
LABS, 50, 2, 0.5, 3.461026362199015
LABS, 51, 2, 0.5, 3.4117944199782153
LABS, 52, 2, 0.5, 3.340049995932168
LABS, 53, 2, 0.5, 3.3887069308904927
LABS, 54, 2, 0.5, 3.3351839061642243
LABS, 55, 2, 0.5, 3.3731620660013575
LABS, 56, 2, 0.5, 3.346565750515834
LABS, 57, 2, 0.5, 3.385190772600555
LABS, 58, 2, 0.5, 3.359716283021995
LABS, 59, 2, 0.5, 3.301099539043269
LABS, 60, 2, 0.5, 3.3429334646575084
LABS, 61, 2, 0.5, 3.3732785899745856
LABS, 62, 2, 0.5, 3.310818136342278
LABS, 63, 2, 0.5, 3.469880461563407
LABS, 64, 2, 0.5, 3.2435239931880617
LABS, 65, 2, 0.5, 3.267522803771822
LABS, 66, 2, 0.5, 3.3348533313572872
LABS, 67, 2, 0.5, 3.4259220063695146
LABS, 68, 2, 0.5, 3.4555294264911423
LABS, 69, 2, 0.5, 3.322780878071005
LABS, 70, 2, 0.5, 3.313716020219155
LABS, 71, 2, 0.5, 3.3303880948703
LABS, 72, 2, 0.5, 3.2748731359884227
LABS, 73, 2, 0.5, 3.3597370937891484
LABS, 74, 2, 0.5, 3.383008110590321
LABS, 75, 2, 0.5, 3.1794013385987694
LABS, 76, 2, 0.5, 3.1941659651232186
LABS, 77, 2, 0.5, 3.2245227330471637
LABS, 78, 2, 0.5, 3.2379145817239907
LABS, 79, 2, 0.5, 3.2966068294937165
LABS, 80, 2, 0.5, 3.1487759592644236
LABS, 81, 2, 0.5, 3.272842991930502
LABS, 82, 2, 0.5, 3.4088330151496073
LABS, 83, 2, 0.5, 3.3161034860358294
LABS, 84, 2, 0.5, 3.2913324841589287
LABS, 85, 2, 0.5, 3.1236171933917998
LABS, 86, 2, 0.5, 3.2523000259965813
LABS, 87, 2, 0.5, 3.268779427336958
LABS, 88, 2, 0.5, 3.204119386694214
LABS, 89, 2, 0.5, 3.287445821312379
LABS, 90, 2, 0.5, 3.2890493672693304
LABS, 91, 2, 0.5, 3.255765970236039
LABS, 92, 2, 0.5, 3.097175151532454
LABS, 93, 2, 0.5, 3.2797058671914123
LABS, 94, 2, 0.5, 3.1606527400898994
LABS, 95, 2, 0.5, 3.2634939894302817
LABS, 96, 2, 0.5, 3.218889709414488
LABS, 97, 2, 0.5, 3.2009912364794055
LABS, 98, 2, 0.5, 3.1530859224891334
LABS, 99, 2, 0.5, 3.2959391615466807
LABS, 100, 2, 0.5, 3.0787231411923885
LABS, 4, 3, 0.001, 3.9654391898486194
LABS, 5, 3, 0.001, 3.8971952252944555
LABS, 6, 3, 0.001, 3.84158766498179
LABS, 7, 3, 0.001, 3.780229526885555
LABS, 8, 3, 0.001, 3.739654841845975
LABS, 9, 3, 0.001, 3.6544643099960132
LABS, 10, 3, 0.001, 3.7243043887044416
LABS, 11, 3, 0.001, 3.624691804025691
LABS, 12, 3, 0.001, 3.617143485219856
LABS, 13, 3, 0.001, 3.618024700974079
LABS, 14, 3, 0.001, 3.797149270726962
LABS, 15, 3, 0.001, 3.6297946026792447
LABS, 16, 3, 0.001, 3.748247647225026
LABS, 17, 3, 0.001, 3.680639156582879
LABS, 18, 3, 0.001, 3.8116053483547523
LABS, 19, 3, 0.001, 3.575917996083445
LABS, 20, 3, 0.001, 3.668041480652718
LABS, 21, 3, 0.001, 3.6712944523970683
LABS, 22, 3, 0.001, 3.5711362120039474
LABS, 23, 3, 0.001, 3.579851227798725
LABS, 24, 3, 0.001, 3.510686112236209
LABS, 25, 3, 0.001, 3.6048160924621278
LABS, 26, 3, 0.001, 3.5645156156958784
LABS, 27, 3, 0.001, 3.549288922002026
LABS, 28, 3, 0.001, 3.5379988134775373
LABS, 29, 3, 0.001, 3.7538317084872395
LABS, 30, 3, 0.001, 3.4812729895390135
LABS, 31, 3, 0.001, 3.551895330527702
LABS, 32, 3, 0.001, 3.5460079391530748
LABS, 33, 3, 0.001, 3.502654826433355
LABS, 34, 3, 0.001, 3.564489524295399
LABS, 35, 3, 0.001, 3.598387454173415
LABS, 36, 3, 0.001, 3.373389534429788
LABS, 37, 3, 0.001, 3.3893353310130423
LABS, 38, 3, 0.001, 3.5460258599109986
LABS, 39, 3, 0.001, 3.5017603645320428
LABS, 40, 3, 0.001, 3.6059174433906955
LABS, 41, 3, 0.001, 3.471098748414788
LABS, 42, 3, 0.001, 3.4318020515248007
LABS, 43, 3, 0.001, 3.4167105572972516
LABS, 44, 3, 0.001, 3.441303808321675
LABS, 45, 3, 0.001, 3.3022561243246615
LABS, 46, 3, 0.001, 3.450456503217933
LABS, 47, 3, 0.001, 3.476090144585812
LABS, 48, 3, 0.001, 3.3450342834742735
LABS, 49, 3, 0.001, 3.450156073015054
LABS, 50, 3, 0.001, 3.4087717491606213
LABS, 51, 3, 0.001, 3.305438950559231
LABS, 52, 3, 0.001, 3.5215817910528786
LABS, 53, 3, 0.001, 3.3984351729894384
LABS, 54, 3, 0.001, 3.2983294452883127
LABS, 55, 3, 0.001, 3.538588135619925
LABS, 56, 3, 0.001, 3.308264487895329
LABS, 57, 3, 0.001, 3.29990117459121
LABS, 58, 3, 0.001, 3.5159705655017133
LABS, 59, 3, 0.001, 3.44373156137342
LABS, 60, 3, 0.001, 3.3050783096205136
LABS, 61, 3, 0.001, 3.39364705733092
LABS, 62, 3, 0.001, 3.2794135971330407
LABS, 63, 3, 0.001, 3.343518479258818
LABS, 64, 3, 0.001, 3.321175990823084
LABS, 65, 3, 0.001, 3.33574987062041
LABS, 66, 3, 0.001, 3.2838432580183343
LABS, 67, 3, 0.001, 3.356409078592909
LABS, 68, 3, 0.001, 3.1576874947010913
LABS, 69, 3, 0.001, 3.3111405197820147
LABS, 70, 3, 0.001, 3.396723585813458
LABS, 71, 3, 0.001, 3.227151228436969
LABS, 72, 3, 0.001, 3.2756698857678663
LABS, 73, 3, 0.001, 3.2197992234054333
LABS, 74, 3, 0.001, 3.3238417816338717
LABS, 75, 3, 0.001, 3.1846657244138785
LABS, 76, 3, 0.001, 3.315175221561239
LABS, 77, 3, 0.001, 3.3309233370220426
LABS, 78, 3, 0.001, 3.278532426890402
LABS, 79, 3, 0.001, 3.1732911771729553
LABS, 80, 3, 0.001, 3.173280991869569
LABS, 81, 3, 0.001, 3.1267545010544686
LABS, 82, 3, 0.001, 3.220807681392324
