LABS, 2, 2, 1.4074778218106208
LABS, 2, 3, 1.5757364242321503
LABS, 2, 4, 1.7557515273620232
LABS, 2, 5, 1.9697652664114578
LABS, 2, 6, 1.9678869204004765
LABS, 2, 7, 1.9145432226178554
LABS, 2, 8, 2.0158320375685386
LABS, 2, 9, 1.8681642042607371
LABS, 2, 10, 1.965378013056732
LABS, 2, 11, 2.0652867730421063
LABS, 2, 12, 2.2866211808458994
LABS, 2, 13, 2.105125023855856
LABS, 2, 14, 2.2448297212256803
LABS, 2, 15, 2.25246733613847
LABS, 2, 16, 2.2264266886115758
LABS, 2, 17, 2.107781941304291
LABS, 2, 18, 2.167406184174384
LABS, 2, 19, 2.335967309974575
LABS, 2, 20, 2.4130167498866806
LABS, 2, 21, 2.3405694987965964
LABS, 2, 22, 2.3196050744414864
LABS, 2, 23, 2.2896187657807854
LABS, 2, 24, 2.2967122407706375
LABS, 2, 25, 2.3061447411663862
LABS, 2, 26, 2.2553868863998257
LABS, 2, 27, 2.430306945435844
LABS, 2, 28, 2.4338584236515635
LABS, 2, 29, 2.35509133483364
LABS, 2, 30, 2.2518955999504358
LABS, 2, 31, 2.3411037461299005
LABS, 2, 32, 2.477623587918847
LABS, 2, 33, 2.235388846101086
LABS, 2, 34, 2.3433008667240802
LABS, 2, 35, 2.505093605526935
LABS, 2, 36, 2.4880006246858306
LABS, 2, 37, 2.239744966076702
LABS, 2, 38, 2.2303147604393514
LABS, 2, 39, 2.4297916314051218
LABS, 2, 40, 2.3895467169338183
LABS, 2, 41, 2.3587595128069965
LABS, 2, 42, 2.505737740249855
LABS, 2, 43, 2.4356487887944884
LABS, 2, 44, 2.5231639454488213
LABS, 2, 45, 2.357173205151125
LABS, 2, 46, 2.4238438635409496
LABS, 2, 47, 2.454615060188764
LABS, 2, 48, 2.448752901803741
LABS, 2, 49, 2.499413466548554
LABS, 2, 50, 2.5569514681768095
LABS, 2, 51, 2.593377813261508
LABS, 2, 52, 2.3592826962304594
LABS, 2, 53, 2.5153206487507855
LABS, 2, 54, 2.385450981241096
LABS, 2, 55, 2.535039562789046
