evaluations raw_y
evaluations raw_y
1 24.0000000000
2 26.0000000000
7 28.0000000000
8 30.0000000000
19 32.0000000000
24 34.0000000000
35 36.0000000000
57 38.0000000000
60 40.0000000000
109 42.0000000000
279 44.0000000000
337 46.0000000000
680 48.0000000000
3088 50.0000000000
evaluations raw_y
1 24.0000000000
2 26.0000000000
3 28.0000000000
15 30.0000000000
20 34.0000000000
25 36.0000000000
31 38.0000000000
70 40.0000000000
77 42.0000000000
146 44.0000000000
164 46.0000000000
1638 48.0000000000
4710 50.0000000000
evaluations raw_y
1 22.0000000000
12 24.0000000000
13 28.0000000000
22 30.0000000000
28 32.0000000000
40 36.0000000000
54 38.0000000000
55 40.0000000000
59 42.0000000000
266 44.0000000000
752 46.0000000000
1556 48.0000000000
4083 50.0000000000
evaluations raw_y
1 24.0000000000
3 30.0000000000
9 32.0000000000
13 34.0000000000
62 36.0000000000
68 38.0000000000
69 40.0000000000
179 42.0000000000
389 44.0000000000
823 46.0000000000
1224 48.0000000000
4873 50.0000000000
evaluations raw_y
1 28.0000000000
3 30.0000000000
25 32.0000000000
30 34.0000000000
48 36.0000000000
58 38.0000000000
72 40.0000000000
177 42.0000000000
201 44.0000000000
268 46.0000000000
811 48.0000000000
1848 50.0000000000
