evaluations raw_y
173 38.0000000000
286 40.0000000000
1097 42.0000000000
1324 44.0000000000
1373 46.0000000000
1702 48.0000000000
5000 42.0000000000
evaluations raw_y
1 20.0000000000
2 22.0000000000
14 24.0000000000
22 26.0000000000
27 28.0000000000
36 32.0000000000
86 34.0000000000
104 36.0000000000
142 38.0000000000
284 40.0000000000
318 44.0000000000
923 46.0000000000
1364 48.0000000000
5000 30.0000000000
evaluations raw_y
1 28.0000000000
7 30.0000000000
60 32.0000000000
63 34.0000000000
95 36.0000000000
132 38.0000000000
144 40.0000000000
157 42.0000000000
254 44.0000000000
1242 46.0000000000
4345 48.0000000000
5000 42.0000000000
evaluations raw_y
1 30.0000000000
2 32.0000000000
26 34.0000000000
41 36.0000000000
56 38.0000000000
113 40.0000000000
247 44.0000000000
375 46.0000000000
4216 48.0000000000
5000 40.0000000000
evaluations raw_y
1 22.0000000000
3 24.0000000000
10 28.0000000000
18 30.0000000000
23 32.0000000000
30 34.0000000000
43 36.0000000000
89 38.0000000000
94 40.0000000000
123 42.0000000000
143 44.0000000000
255 46.0000000000
3794 48.0000000000
5000 42.0000000000
evaluations raw_y
1 26.0000000000
7 28.0000000000
16 30.0000000000
19 32.0000000000
96 34.0000000000
129 38.0000000000
193 40.0000000000
215 42.0000000000
227 44.0000000000
416 46.0000000000
542 48.0000000000
5000 40.0000000000
evaluations raw_y
1 20.0000000000
3 22.0000000000
17 24.0000000000
23 26.0000000000
27 30.0000000000
42 32.0000000000
65 34.0000000000
73 36.0000000000
105 38.0000000000
255 40.0000000000
488 42.0000000000
1066 44.0000000000
1173 46.0000000000
2256 48.0000000000
5000 40.0000000000
evaluations raw_y
1 28.0000000000
7 30.0000000000
16 34.0000000000
53 36.0000000000
128 38.0000000000
187 42.0000000000
193 44.0000000000
621 46.0000000000
4246 48.0000000000
5000 36.0000000000
evaluations raw_y
1 24.0000000000
3 26.0000000000
10 28.0000000000
13 30.0000000000
30 32.0000000000
33 34.0000000000
66 36.0000000000
88 38.0000000000
106 40.0000000000
333 42.0000000000
623 44.0000000000
856 46.0000000000
1241 48.0000000000
5000 44.0000000000
