evaluations raw_y
1 0.6588579795
2 1.5050167224
3 1.5901060071
5 1.9148936170
20 1.0344827586
evaluations raw_y
1 1.3274336283
4 1.3931888545
5 2.6315789474
20 1.1166253102
evaluations raw_y
1 1.1873350923
2 1.4657980456
3 1.5050167224
11 1.5463917526
20 1.7374517375
evaluations raw_y
1 1.3931888545
7 1.4657980456
9 1.5050167224
14 1.7374517375
20 1.1627906977
evaluations raw_y
1 0.6437768240
2 1.1166253102
3 1.1873350923
4 1.2129380054
5 1.7928286853
20 0.7462686567
evaluations raw_y
1 1.5050167224
5 1.9148936170
20 0.6828528073
evaluations raw_y
1 0.8474576271
2 1.1873350923
3 1.6363636364
4 1.6853932584
15 1.9823788546
20 0.7563025210
evaluations raw_y
1 1.2129380054
5 1.2676056338
7 1.5050167224
10 1.8518518519
15 2.2167487685
18 2.4064171123
20 1.2968299712
evaluations raw_y
1 1.9148936170
17 2.2167487685
20 1.5463917526
evaluations raw_y
1 0.6024096386
2 1.5050167224
8 2.0547945205
20 1.4657980456
evaluations raw_y
1 1.0739856802
6 2.4064171123
20 0.9473684211
evaluations raw_y
1 1.7374517375
3 1.9148936170
10 2.2167487685
20 2.2167487685
evaluations raw_y
1 0.8737864078
2 1.3595166163
7 1.5050167224
8 1.6853932584
19 2.0547945205
20 0.9473684211
evaluations raw_y
1 0.9018036072
2 1.7928286853
3 1.8518518519
20 1.1392405063
evaluations raw_y
1 1.2129380054
5 1.2396694215
6 1.2968299712
7 1.5901060071
16 1.9148936170
20 1.0739856802
evaluations raw_y
1 1.7374517375
20 0.7269789984
evaluations raw_y
1 1.2396694215
2 1.3274336283
5 1.5463917526
17 1.9148936170
20 1.0344827586
evaluations raw_y
1 1.1166253102
2 1.6363636364
20 0.8875739645
evaluations raw_y
1 0.9803921569
2 1.3274336283
12 1.7374517375
17 1.9148936170
20 0.9803921569
evaluations raw_y
1 1.5901060071
20 1.0158013544
